Notes,County,County Code,Race,Race Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,15
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2014,2014,34 years,34,13
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2014,2014,35 years,35,11
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,23 years,23,10
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,26 years,26,11
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,27 years,27,18
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,28 years,28,15
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,29 years,29,22
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,30 years,30,17
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,14
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,32 years,32,16
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,33 years,33,25
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,34 years,34,18
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,11
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,36 years,36,17
,"Thurston County, WA",53067,Asian or Pacific Islander,A-PI,2015,2015,37 years,37,10
,"Thurston County, WA",53067,Black or African American,2054-5,2011,2011,24 years,24,10
,"Thurston County, WA",53067,Black or African American,2054-5,2011,2011,26 years,26,16
,"Thurston County, WA",53067,Black or African American,2054-5,2011,2011,29 years,29,10
,"Thurston County, WA",53067,Black or African American,2054-5,2012,2012,22 years,22,13
,"Thurston County, WA",53067,Black or African American,2054-5,2012,2012,25 years,25,13
,"Thurston County, WA",53067,Black or African American,2054-5,2012,2012,27 years,27,12
,"Thurston County, WA",53067,Black or African American,2054-5,2012,2012,28 years,28,10
,"Thurston County, WA",53067,Black or African American,2054-5,2012,2012,29 years,29,11
,"Thurston County, WA",53067,Black or African American,2054-5,2012,2012,32 years,32,10
,"Thurston County, WA",53067,Black or African American,2054-5,2013,2013,23 years,23,14
,"Thurston County, WA",53067,Black or African American,2054-5,2013,2013,24 years,24,10
,"Thurston County, WA",53067,Black or African American,2054-5,2013,2013,25 years,25,10
,"Thurston County, WA",53067,Black or African American,2054-5,2013,2013,30 years,30,11
,"Thurston County, WA",53067,Black or African American,2054-5,2014,2014,21 years,21,11
,"Thurston County, WA",53067,Black or African American,2054-5,2014,2014,26 years,26,13
,"Thurston County, WA",53067,Black or African American,2054-5,2014,2014,30 years,30,16
,"Thurston County, WA",53067,Black or African American,2054-5,2015,2015,24 years,24,12
,"Thurston County, WA",53067,Black or African American,2054-5,2015,2015,27 years,27,11
,"Thurston County, WA",53067,Black or African American,2054-5,2015,2015,28 years,28,10
,"Thurston County, WA",53067,Black or African American,2054-5,2015,2015,33 years,33,10
,"Thurston County, WA",53067,White,2106-3,2011,2011,16 years,16,10
,"Thurston County, WA",53067,White,2106-3,2011,2011,17 years,17,23
,"Thurston County, WA",53067,White,2106-3,2011,2011,18 years,18,37
,"Thurston County, WA",53067,White,2106-3,2011,2011,19 years,19,91
,"Thurston County, WA",53067,White,2106-3,2011,2011,20 years,20,88
,"Thurston County, WA",53067,White,2106-3,2011,2011,21 years,21,115
,"Thurston County, WA",53067,White,2106-3,2011,2011,22 years,22,140
,"Thurston County, WA",53067,White,2106-3,2011,2011,23 years,23,139
,"Thurston County, WA",53067,White,2106-3,2011,2011,24 years,24,155
,"Thurston County, WA",53067,White,2106-3,2011,2011,25 years,25,155
,"Thurston County, WA",53067,White,2106-3,2011,2011,26 years,26,157
,"Thurston County, WA",53067,White,2106-3,2011,2011,27 years,27,161
,"Thurston County, WA",53067,White,2106-3,2011,2011,28 years,28,169
,"Thurston County, WA",53067,White,2106-3,2011,2011,29 years,29,202
,"Thurston County, WA",53067,White,2106-3,2011,2011,30 years,30,186
,"Thurston County, WA",53067,White,2106-3,2011,2011,31 years,31,146
,"Thurston County, WA",53067,White,2106-3,2011,2011,32 years,32,139
,"Thurston County, WA",53067,White,2106-3,2011,2011,33 years,33,128
,"Thurston County, WA",53067,White,2106-3,2011,2011,34 years,34,99
,"Thurston County, WA",53067,White,2106-3,2011,2011,35 years,35,101
,"Thurston County, WA",53067,White,2106-3,2011,2011,36 years,36,72
,"Thurston County, WA",53067,White,2106-3,2011,2011,37 years,37,47
,"Thurston County, WA",53067,White,2106-3,2011,2011,38 years,38,36
,"Thurston County, WA",53067,White,2106-3,2011,2011,39 years,39,34
,"Thurston County, WA",53067,White,2106-3,2011,2011,40 years,40,20
,"Thurston County, WA",53067,White,2106-3,2011,2011,41 years,41,14
,"Thurston County, WA",53067,White,2106-3,2012,2012,16 years,16,11
,"Thurston County, WA",53067,White,2106-3,2012,2012,17 years,17,18
,"Thurston County, WA",53067,White,2106-3,2012,2012,18 years,18,29
,"Thurston County, WA",53067,White,2106-3,2012,2012,19 years,19,64
,"Thurston County, WA",53067,White,2106-3,2012,2012,20 years,20,95
,"Thurston County, WA",53067,White,2106-3,2012,2012,21 years,21,118
,"Thurston County, WA",53067,White,2106-3,2012,2012,22 years,22,98
,"Thurston County, WA",53067,White,2106-3,2012,2012,23 years,23,145
,"Thurston County, WA",53067,White,2106-3,2012,2012,24 years,24,168
,"Thurston County, WA",53067,White,2106-3,2012,2012,25 years,25,158
,"Thurston County, WA",53067,White,2106-3,2012,2012,26 years,26,160
,"Thurston County, WA",53067,White,2106-3,2012,2012,27 years,27,181
,"Thurston County, WA",53067,White,2106-3,2012,2012,28 years,28,166
,"Thurston County, WA",53067,White,2106-3,2012,2012,29 years,29,170
,"Thurston County, WA",53067,White,2106-3,2012,2012,30 years,30,166
,"Thurston County, WA",53067,White,2106-3,2012,2012,31 years,31,151
,"Thurston County, WA",53067,White,2106-3,2012,2012,32 years,32,153
,"Thurston County, WA",53067,White,2106-3,2012,2012,33 years,33,132
,"Thurston County, WA",53067,White,2106-3,2012,2012,34 years,34,115
,"Thurston County, WA",53067,White,2106-3,2012,2012,35 years,35,93
,"Thurston County, WA",53067,White,2106-3,2012,2012,36 years,36,66
,"Thurston County, WA",53067,White,2106-3,2012,2012,37 years,37,50
,"Thurston County, WA",53067,White,2106-3,2012,2012,38 years,38,35
,"Thurston County, WA",53067,White,2106-3,2012,2012,39 years,39,41
,"Thurston County, WA",53067,White,2106-3,2012,2012,40 years,40,21
,"Thurston County, WA",53067,White,2106-3,2012,2012,41 years,41,18
,"Thurston County, WA",53067,White,2106-3,2012,2012,42 years,42,15
,"Thurston County, WA",53067,White,2106-3,2013,2013,17 years,17,17
,"Thurston County, WA",53067,White,2106-3,2013,2013,18 years,18,30
,"Thurston County, WA",53067,White,2106-3,2013,2013,19 years,19,71
,"Thurston County, WA",53067,White,2106-3,2013,2013,20 years,20,78
,"Thurston County, WA",53067,White,2106-3,2013,2013,21 years,21,101
,"Thurston County, WA",53067,White,2106-3,2013,2013,22 years,22,118
,"Thurston County, WA",53067,White,2106-3,2013,2013,23 years,23,110
,"Thurston County, WA",53067,White,2106-3,2013,2013,24 years,24,132
,"Thurston County, WA",53067,White,2106-3,2013,2013,25 years,25,133
,"Thurston County, WA",53067,White,2106-3,2013,2013,26 years,26,141
,"Thurston County, WA",53067,White,2106-3,2013,2013,27 years,27,154
,"Thurston County, WA",53067,White,2106-3,2013,2013,28 years,28,173
,"Thurston County, WA",53067,White,2106-3,2013,2013,29 years,29,174
,"Thurston County, WA",53067,White,2106-3,2013,2013,30 years,30,180
,"Thurston County, WA",53067,White,2106-3,2013,2013,31 years,31,169
,"Thurston County, WA",53067,White,2106-3,2013,2013,32 years,32,164
,"Thurston County, WA",53067,White,2106-3,2013,2013,33 years,33,126
,"Thurston County, WA",53067,White,2106-3,2013,2013,34 years,34,108
,"Thurston County, WA",53067,White,2106-3,2013,2013,35 years,35,95
,"Thurston County, WA",53067,White,2106-3,2013,2013,36 years,36,89
,"Thurston County, WA",53067,White,2106-3,2013,2013,37 years,37,53
,"Thurston County, WA",53067,White,2106-3,2013,2013,38 years,38,41
,"Thurston County, WA",53067,White,2106-3,2013,2013,39 years,39,37
,"Thurston County, WA",53067,White,2106-3,2013,2013,40 years,40,25
,"Thurston County, WA",53067,White,2106-3,2013,2013,41 years,41,11
,"Thurston County, WA",53067,White,2106-3,2013,2013,42 years,42,13
,"Thurston County, WA",53067,White,2106-3,2014,2014,17 years,17,17
,"Thurston County, WA",53067,White,2106-3,2014,2014,18 years,18,26
,"Thurston County, WA",53067,White,2106-3,2014,2014,19 years,19,49
,"Thurston County, WA",53067,White,2106-3,2014,2014,20 years,20,66
,"Thurston County, WA",53067,White,2106-3,2014,2014,21 years,21,88
,"Thurston County, WA",53067,White,2106-3,2014,2014,22 years,22,119
,"Thurston County, WA",53067,White,2106-3,2014,2014,23 years,23,142
,"Thurston County, WA",53067,White,2106-3,2014,2014,24 years,24,150
,"Thurston County, WA",53067,White,2106-3,2014,2014,25 years,25,158
,"Thurston County, WA",53067,White,2106-3,2014,2014,26 years,26,170
,"Thurston County, WA",53067,White,2106-3,2014,2014,27 years,27,178
,"Thurston County, WA",53067,White,2106-3,2014,2014,28 years,28,189
,"Thurston County, WA",53067,White,2106-3,2014,2014,29 years,29,189
,"Thurston County, WA",53067,White,2106-3,2014,2014,30 years,30,171
,"Thurston County, WA",53067,White,2106-3,2014,2014,31 years,31,172
,"Thurston County, WA",53067,White,2106-3,2014,2014,32 years,32,158
,"Thurston County, WA",53067,White,2106-3,2014,2014,33 years,33,141
,"Thurston County, WA",53067,White,2106-3,2014,2014,34 years,34,127
,"Thurston County, WA",53067,White,2106-3,2014,2014,35 years,35,104
,"Thurston County, WA",53067,White,2106-3,2014,2014,36 years,36,88
,"Thurston County, WA",53067,White,2106-3,2014,2014,37 years,37,65
,"Thurston County, WA",53067,White,2106-3,2014,2014,38 years,38,42
,"Thurston County, WA",53067,White,2106-3,2014,2014,39 years,39,33
,"Thurston County, WA",53067,White,2106-3,2014,2014,40 years,40,20
,"Thurston County, WA",53067,White,2106-3,2014,2014,41 years,41,14
,"Thurston County, WA",53067,White,2106-3,2014,2014,42 years,42,10
,"Thurston County, WA",53067,White,2106-3,2014,2014,43 years,43,10
,"Thurston County, WA",53067,White,2106-3,2015,2015,17 years,17,21
,"Thurston County, WA",53067,White,2106-3,2015,2015,18 years,18,23
,"Thurston County, WA",53067,White,2106-3,2015,2015,19 years,19,62
,"Thurston County, WA",53067,White,2106-3,2015,2015,20 years,20,66
,"Thurston County, WA",53067,White,2106-3,2015,2015,21 years,21,98
,"Thurston County, WA",53067,White,2106-3,2015,2015,22 years,22,104
,"Thurston County, WA",53067,White,2106-3,2015,2015,23 years,23,148
,"Thurston County, WA",53067,White,2106-3,2015,2015,24 years,24,158
,"Thurston County, WA",53067,White,2106-3,2015,2015,25 years,25,130
,"Thurston County, WA",53067,White,2106-3,2015,2015,26 years,26,182
,"Thurston County, WA",53067,White,2106-3,2015,2015,27 years,27,155
,"Thurston County, WA",53067,White,2106-3,2015,2015,28 years,28,180
,"Thurston County, WA",53067,White,2106-3,2015,2015,29 years,29,180
,"Thurston County, WA",53067,White,2106-3,2015,2015,30 years,30,158
,"Thurston County, WA",53067,White,2106-3,2015,2015,31 years,31,159
,"Thurston County, WA",53067,White,2106-3,2015,2015,32 years,32,146
,"Thurston County, WA",53067,White,2106-3,2015,2015,33 years,33,130
,"Thurston County, WA",53067,White,2106-3,2015,2015,34 years,34,97
,"Thurston County, WA",53067,White,2106-3,2015,2015,35 years,35,101
,"Thurston County, WA",53067,White,2106-3,2015,2015,36 years,36,81
,"Thurston County, WA",53067,White,2106-3,2015,2015,37 years,37,67
,"Thurston County, WA",53067,White,2106-3,2015,2015,38 years,38,43
,"Thurston County, WA",53067,White,2106-3,2015,2015,39 years,39,40
,"Thurston County, WA",53067,White,2106-3,2015,2015,40 years,40,13
,"Thurston County, WA",53067,White,2106-3,2015,2015,41 years,41,18
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2011,2011,30 years,30,10
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2011,2011,33 years,33,11
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2011,2011,34 years,34,11
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2012,2012,28 years,28,12
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2012,2012,30 years,30,12
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2012,2012,33 years,33,10
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2012,2012,35 years,35,10
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2013,2013,27 years,27,10
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2013,2013,31 years,31,10
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2014,2014,28 years,28,12
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2014,2014,30 years,30,12
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,12
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,14
,"Whatcom County, WA",53073,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,10
,"Whatcom County, WA",53073,White,2106-3,2011,2011,17 years,17,20
,"Whatcom County, WA",53073,White,2106-3,2011,2011,18 years,18,28
,"Whatcom County, WA",53073,White,2106-3,2011,2011,19 years,19,40
,"Whatcom County, WA",53073,White,2106-3,2011,2011,20 years,20,55
,"Whatcom County, WA",53073,White,2106-3,2011,2011,21 years,21,63
,"Whatcom County, WA",53073,White,2106-3,2011,2011,22 years,22,67
,"Whatcom County, WA",53073,White,2106-3,2011,2011,23 years,23,75
,"Whatcom County, WA",53073,White,2106-3,2011,2011,24 years,24,88
,"Whatcom County, WA",53073,White,2106-3,2011,2011,25 years,25,97
,"Whatcom County, WA",53073,White,2106-3,2011,2011,26 years,26,144
,"Whatcom County, WA",53073,White,2106-3,2011,2011,27 years,27,124
,"Whatcom County, WA",53073,White,2106-3,2011,2011,28 years,28,148
,"Whatcom County, WA",53073,White,2106-3,2011,2011,29 years,29,127
,"Whatcom County, WA",53073,White,2106-3,2011,2011,30 years,30,127
,"Whatcom County, WA",53073,White,2106-3,2011,2011,31 years,31,127
,"Whatcom County, WA",53073,White,2106-3,2011,2011,32 years,32,151
,"Whatcom County, WA",53073,White,2106-3,2011,2011,33 years,33,108
,"Whatcom County, WA",53073,White,2106-3,2011,2011,34 years,34,74
,"Whatcom County, WA",53073,White,2106-3,2011,2011,35 years,35,67
,"Whatcom County, WA",53073,White,2106-3,2011,2011,36 years,36,57
,"Whatcom County, WA",53073,White,2106-3,2011,2011,37 years,37,47
,"Whatcom County, WA",53073,White,2106-3,2011,2011,38 years,38,38
,"Whatcom County, WA",53073,White,2106-3,2011,2011,39 years,39,32
,"Whatcom County, WA",53073,White,2106-3,2011,2011,40 years,40,32
,"Whatcom County, WA",53073,White,2106-3,2011,2011,41 years,41,16
,"Whatcom County, WA",53073,White,2106-3,2011,2011,42 years,42,10
,"Whatcom County, WA",53073,White,2106-3,2012,2012,17 years,17,16
,"Whatcom County, WA",53073,White,2106-3,2012,2012,18 years,18,22
,"Whatcom County, WA",53073,White,2106-3,2012,2012,19 years,19,51
,"Whatcom County, WA",53073,White,2106-3,2012,2012,20 years,20,57
,"Whatcom County, WA",53073,White,2106-3,2012,2012,21 years,21,62
,"Whatcom County, WA",53073,White,2106-3,2012,2012,22 years,22,81
,"Whatcom County, WA",53073,White,2106-3,2012,2012,23 years,23,82
,"Whatcom County, WA",53073,White,2106-3,2012,2012,24 years,24,105
,"Whatcom County, WA",53073,White,2106-3,2012,2012,25 years,25,113
,"Whatcom County, WA",53073,White,2106-3,2012,2012,26 years,26,113
,"Whatcom County, WA",53073,White,2106-3,2012,2012,27 years,27,144
,"Whatcom County, WA",53073,White,2106-3,2012,2012,28 years,28,103
,"Whatcom County, WA",53073,White,2106-3,2012,2012,29 years,29,126
,"Whatcom County, WA",53073,White,2106-3,2012,2012,30 years,30,130
,"Whatcom County, WA",53073,White,2106-3,2012,2012,31 years,31,139
,"Whatcom County, WA",53073,White,2106-3,2012,2012,32 years,32,119
,"Whatcom County, WA",53073,White,2106-3,2012,2012,33 years,33,122
,"Whatcom County, WA",53073,White,2106-3,2012,2012,34 years,34,100
,"Whatcom County, WA",53073,White,2106-3,2012,2012,35 years,35,64
,"Whatcom County, WA",53073,White,2106-3,2012,2012,36 years,36,69
,"Whatcom County, WA",53073,White,2106-3,2012,2012,37 years,37,41
,"Whatcom County, WA",53073,White,2106-3,2012,2012,38 years,38,25
,"Whatcom County, WA",53073,White,2106-3,2012,2012,39 years,39,37
,"Whatcom County, WA",53073,White,2106-3,2012,2012,40 years,40,17
,"Whatcom County, WA",53073,White,2106-3,2012,2012,41 years,41,10
,"Whatcom County, WA",53073,White,2106-3,2013,2013,16 years,16,11
,"Whatcom County, WA",53073,White,2106-3,2013,2013,17 years,17,12
,"Whatcom County, WA",53073,White,2106-3,2013,2013,18 years,18,26
,"Whatcom County, WA",53073,White,2106-3,2013,2013,19 years,19,35
,"Whatcom County, WA",53073,White,2106-3,2013,2013,20 years,20,72
,"Whatcom County, WA",53073,White,2106-3,2013,2013,21 years,21,73
,"Whatcom County, WA",53073,White,2106-3,2013,2013,22 years,22,74
,"Whatcom County, WA",53073,White,2106-3,2013,2013,23 years,23,90
,"Whatcom County, WA",53073,White,2106-3,2013,2013,24 years,24,90
,"Whatcom County, WA",53073,White,2106-3,2013,2013,25 years,25,109
,"Whatcom County, WA",53073,White,2106-3,2013,2013,26 years,26,120
,"Whatcom County, WA",53073,White,2106-3,2013,2013,27 years,27,125
,"Whatcom County, WA",53073,White,2106-3,2013,2013,28 years,28,135
,"Whatcom County, WA",53073,White,2106-3,2013,2013,29 years,29,127
,"Whatcom County, WA",53073,White,2106-3,2013,2013,30 years,30,137
,"Whatcom County, WA",53073,White,2106-3,2013,2013,31 years,31,132
,"Whatcom County, WA",53073,White,2106-3,2013,2013,32 years,32,128
,"Whatcom County, WA",53073,White,2106-3,2013,2013,33 years,33,103
,"Whatcom County, WA",53073,White,2106-3,2013,2013,34 years,34,87
,"Whatcom County, WA",53073,White,2106-3,2013,2013,35 years,35,91
,"Whatcom County, WA",53073,White,2106-3,2013,2013,36 years,36,68
,"Whatcom County, WA",53073,White,2106-3,2013,2013,37 years,37,37
,"Whatcom County, WA",53073,White,2106-3,2013,2013,38 years,38,39
,"Whatcom County, WA",53073,White,2106-3,2013,2013,39 years,39,35
,"Whatcom County, WA",53073,White,2106-3,2013,2013,40 years,40,20
,"Whatcom County, WA",53073,White,2106-3,2013,2013,41 years,41,11
,"Whatcom County, WA",53073,White,2106-3,2014,2014,17 years,17,10
,"Whatcom County, WA",53073,White,2106-3,2014,2014,18 years,18,18
,"Whatcom County, WA",53073,White,2106-3,2014,2014,19 years,19,47
,"Whatcom County, WA",53073,White,2106-3,2014,2014,20 years,20,44
,"Whatcom County, WA",53073,White,2106-3,2014,2014,21 years,21,51
,"Whatcom County, WA",53073,White,2106-3,2014,2014,22 years,22,93
,"Whatcom County, WA",53073,White,2106-3,2014,2014,23 years,23,88
,"Whatcom County, WA",53073,White,2106-3,2014,2014,24 years,24,110
,"Whatcom County, WA",53073,White,2106-3,2014,2014,25 years,25,115
,"Whatcom County, WA",53073,White,2106-3,2014,2014,26 years,26,101
,"Whatcom County, WA",53073,White,2106-3,2014,2014,27 years,27,118
,"Whatcom County, WA",53073,White,2106-3,2014,2014,28 years,28,108
,"Whatcom County, WA",53073,White,2106-3,2014,2014,29 years,29,143
,"Whatcom County, WA",53073,White,2106-3,2014,2014,30 years,30,144
,"Whatcom County, WA",53073,White,2106-3,2014,2014,31 years,31,138
,"Whatcom County, WA",53073,White,2106-3,2014,2014,32 years,32,134
,"Whatcom County, WA",53073,White,2106-3,2014,2014,33 years,33,111
,"Whatcom County, WA",53073,White,2106-3,2014,2014,34 years,34,91
,"Whatcom County, WA",53073,White,2106-3,2014,2014,35 years,35,90
,"Whatcom County, WA",53073,White,2106-3,2014,2014,36 years,36,69
,"Whatcom County, WA",53073,White,2106-3,2014,2014,37 years,37,54
,"Whatcom County, WA",53073,White,2106-3,2014,2014,38 years,38,26
,"Whatcom County, WA",53073,White,2106-3,2014,2014,39 years,39,36
,"Whatcom County, WA",53073,White,2106-3,2014,2014,40 years,40,27
,"Whatcom County, WA",53073,White,2106-3,2014,2014,42 years,42,16
,"Whatcom County, WA",53073,White,2106-3,2015,2015,17 years,17,12
,"Whatcom County, WA",53073,White,2106-3,2015,2015,18 years,18,18
,"Whatcom County, WA",53073,White,2106-3,2015,2015,19 years,19,23
,"Whatcom County, WA",53073,White,2106-3,2015,2015,20 years,20,45
,"Whatcom County, WA",53073,White,2106-3,2015,2015,21 years,21,55
,"Whatcom County, WA",53073,White,2106-3,2015,2015,22 years,22,94
,"Whatcom County, WA",53073,White,2106-3,2015,2015,23 years,23,93
,"Whatcom County, WA",53073,White,2106-3,2015,2015,24 years,24,95
,"Whatcom County, WA",53073,White,2106-3,2015,2015,25 years,25,121
,"Whatcom County, WA",53073,White,2106-3,2015,2015,26 years,26,109
,"Whatcom County, WA",53073,White,2106-3,2015,2015,27 years,27,128
,"Whatcom County, WA",53073,White,2106-3,2015,2015,28 years,28,150
,"Whatcom County, WA",53073,White,2106-3,2015,2015,29 years,29,120
,"Whatcom County, WA",53073,White,2106-3,2015,2015,30 years,30,156
,"Whatcom County, WA",53073,White,2106-3,2015,2015,31 years,31,142
,"Whatcom County, WA",53073,White,2106-3,2015,2015,32 years,32,136
,"Whatcom County, WA",53073,White,2106-3,2015,2015,33 years,33,134
,"Whatcom County, WA",53073,White,2106-3,2015,2015,34 years,34,102
,"Whatcom County, WA",53073,White,2106-3,2015,2015,35 years,35,105
,"Whatcom County, WA",53073,White,2106-3,2015,2015,36 years,36,70
,"Whatcom County, WA",53073,White,2106-3,2015,2015,37 years,37,52
,"Whatcom County, WA",53073,White,2106-3,2015,2015,38 years,38,39
,"Whatcom County, WA",53073,White,2106-3,2015,2015,39 years,39,21
,"Whatcom County, WA",53073,White,2106-3,2015,2015,40 years,40,17
,"Whatcom County, WA",53073,White,2106-3,2015,2015,41 years,41,15
,"Yakima County, WA",53077,Asian or Pacific Islander,A-PI,2012,2012,21 years,21,10
,"Yakima County, WA",53077,Black or African American,2054-5,2011,2011,25 years,25,10
,"Yakima County, WA",53077,Black or African American,2054-5,2011,2011,27 years,27,10
,"Yakima County, WA",53077,Black or African American,2054-5,2012,2012,20 years,20,10
,"Yakima County, WA",53077,Black or African American,2054-5,2012,2012,23 years,23,10
,"Yakima County, WA",53077,Black or African American,2054-5,2013,2013,27 years,27,10
,"Yakima County, WA",53077,White,2106-3,2011,2011,15 years,15,27
,"Yakima County, WA",53077,White,2106-3,2011,2011,16 years,16,31
,"Yakima County, WA",53077,White,2106-3,2011,2011,17 years,17,77
,"Yakima County, WA",53077,White,2106-3,2011,2011,18 years,18,124
,"Yakima County, WA",53077,White,2106-3,2011,2011,19 years,19,166
,"Yakima County, WA",53077,White,2106-3,2011,2011,20 years,20,197
,"Yakima County, WA",53077,White,2106-3,2011,2011,21 years,21,188
,"Yakima County, WA",53077,White,2106-3,2011,2011,22 years,22,217
,"Yakima County, WA",53077,White,2106-3,2011,2011,23 years,23,213
,"Yakima County, WA",53077,White,2106-3,2011,2011,24 years,24,213
,"Yakima County, WA",53077,White,2106-3,2011,2011,25 years,25,209
,"Yakima County, WA",53077,White,2106-3,2011,2011,26 years,26,226
,"Yakima County, WA",53077,White,2106-3,2011,2011,27 years,27,239
,"Yakima County, WA",53077,White,2106-3,2011,2011,28 years,28,224
,"Yakima County, WA",53077,White,2106-3,2011,2011,29 years,29,185
,"Yakima County, WA",53077,White,2106-3,2011,2011,30 years,30,183
,"Yakima County, WA",53077,White,2106-3,2011,2011,31 years,31,156
,"Yakima County, WA",53077,White,2106-3,2011,2011,32 years,32,143
,"Yakima County, WA",53077,White,2106-3,2011,2011,33 years,33,135
,"Yakima County, WA",53077,White,2106-3,2011,2011,34 years,34,120
,"Yakima County, WA",53077,White,2106-3,2011,2011,35 years,35,88
,"Yakima County, WA",53077,White,2106-3,2011,2011,36 years,36,90
,"Yakima County, WA",53077,White,2106-3,2011,2011,37 years,37,60
,"Yakima County, WA",53077,White,2106-3,2011,2011,38 years,38,44
,"Yakima County, WA",53077,White,2106-3,2011,2011,39 years,39,43
,"Yakima County, WA",53077,White,2106-3,2011,2011,40 years,40,33
,"Yakima County, WA",53077,White,2106-3,2011,2011,41 years,41,33
,"Yakima County, WA",53077,White,2106-3,2012,2012,15 years,15,28
,"Yakima County, WA",53077,White,2106-3,2012,2012,16 years,16,53
,"Yakima County, WA",53077,White,2106-3,2012,2012,17 years,17,75
,"Yakima County, WA",53077,White,2106-3,2012,2012,18 years,18,104
,"Yakima County, WA",53077,White,2106-3,2012,2012,19 years,19,170
,"Yakima County, WA",53077,White,2106-3,2012,2012,20 years,20,209
,"Yakima County, WA",53077,White,2106-3,2012,2012,21 years,21,173
,"Yakima County, WA",53077,White,2106-3,2012,2012,22 years,22,217
,"Yakima County, WA",53077,White,2106-3,2012,2012,23 years,23,217
,"Yakima County, WA",53077,White,2106-3,2012,2012,24 years,24,215
,"Yakima County, WA",53077,White,2106-3,2012,2012,25 years,25,191
,"Yakima County, WA",53077,White,2106-3,2012,2012,26 years,26,193
,"Yakima County, WA",53077,White,2106-3,2012,2012,27 years,27,213
,"Yakima County, WA",53077,White,2106-3,2012,2012,28 years,28,200
,"Yakima County, WA",53077,White,2106-3,2012,2012,29 years,29,181
,"Yakima County, WA",53077,White,2106-3,2012,2012,30 years,30,174
,"Yakima County, WA",53077,White,2106-3,2012,2012,31 years,31,158
,"Yakima County, WA",53077,White,2106-3,2012,2012,32 years,32,152
,"Yakima County, WA",53077,White,2106-3,2012,2012,33 years,33,122
,"Yakima County, WA",53077,White,2106-3,2012,2012,34 years,34,118
,"Yakima County, WA",53077,White,2106-3,2012,2012,35 years,35,101
,"Yakima County, WA",53077,White,2106-3,2012,2012,36 years,36,78
,"Yakima County, WA",53077,White,2106-3,2012,2012,37 years,37,62
,"Yakima County, WA",53077,White,2106-3,2012,2012,38 years,38,44
,"Yakima County, WA",53077,White,2106-3,2012,2012,39 years,39,37
,"Yakima County, WA",53077,White,2106-3,2012,2012,40 years,40,35
,"Yakima County, WA",53077,White,2106-3,2012,2012,41 years,41,19
,"Yakima County, WA",53077,White,2106-3,2012,2012,42 years,42,14
,"Yakima County, WA",53077,White,2106-3,2013,2013,15 years,15,19
,"Yakima County, WA",53077,White,2106-3,2013,2013,16 years,16,41
,"Yakima County, WA",53077,White,2106-3,2013,2013,17 years,17,67
,"Yakima County, WA",53077,White,2106-3,2013,2013,18 years,18,98
,"Yakima County, WA",53077,White,2106-3,2013,2013,19 years,19,141
,"Yakima County, WA",53077,White,2106-3,2013,2013,20 years,20,183
,"Yakima County, WA",53077,White,2106-3,2013,2013,21 years,21,201
,"Yakima County, WA",53077,White,2106-3,2013,2013,22 years,22,203
,"Yakima County, WA",53077,White,2106-3,2013,2013,23 years,23,212
,"Yakima County, WA",53077,White,2106-3,2013,2013,24 years,24,196
,"Yakima County, WA",53077,White,2106-3,2013,2013,25 years,25,207
,"Yakima County, WA",53077,White,2106-3,2013,2013,26 years,26,213
,"Yakima County, WA",53077,White,2106-3,2013,2013,27 years,27,181
