Notes,County,County Code,Race,Race Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,"King County, WA",53033,Black or African American,2054-5,2014,2014,38 years,38,53
,"King County, WA",53033,Black or African American,2054-5,2014,2014,39 years,39,45
,"King County, WA",53033,Black or African American,2054-5,2014,2014,40 years,40,44
,"King County, WA",53033,Black or African American,2054-5,2014,2014,41 years,41,35
,"King County, WA",53033,Black or African American,2054-5,2014,2014,42 years,42,20
,"King County, WA",53033,Black or African American,2054-5,2014,2014,43 years,43,12
,"King County, WA",53033,Black or African American,2054-5,2015,2015,17 years,17,19
,"King County, WA",53033,Black or African American,2054-5,2015,2015,18 years,18,32
,"King County, WA",53033,Black or African American,2054-5,2015,2015,19 years,19,57
,"King County, WA",53033,Black or African American,2054-5,2015,2015,20 years,20,55
,"King County, WA",53033,Black or African American,2054-5,2015,2015,21 years,21,81
,"King County, WA",53033,Black or African American,2054-5,2015,2015,22 years,22,90
,"King County, WA",53033,Black or African American,2054-5,2015,2015,23 years,23,95
,"King County, WA",53033,Black or African American,2054-5,2015,2015,24 years,24,110
,"King County, WA",53033,Black or African American,2054-5,2015,2015,25 years,25,120
,"King County, WA",53033,Black or African American,2054-5,2015,2015,26 years,26,138
,"King County, WA",53033,Black or African American,2054-5,2015,2015,27 years,27,143
,"King County, WA",53033,Black or African American,2054-5,2015,2015,28 years,28,157
,"King County, WA",53033,Black or African American,2054-5,2015,2015,29 years,29,162
,"King County, WA",53033,Black or African American,2054-5,2015,2015,30 years,30,160
,"King County, WA",53033,Black or African American,2054-5,2015,2015,31 years,31,139
,"King County, WA",53033,Black or African American,2054-5,2015,2015,32 years,32,161
,"King County, WA",53033,Black or African American,2054-5,2015,2015,33 years,33,157
,"King County, WA",53033,Black or African American,2054-5,2015,2015,34 years,34,115
,"King County, WA",53033,Black or African American,2054-5,2015,2015,35 years,35,114
,"King County, WA",53033,Black or African American,2054-5,2015,2015,36 years,36,86
,"King County, WA",53033,Black or African American,2054-5,2015,2015,37 years,37,76
,"King County, WA",53033,Black or African American,2054-5,2015,2015,38 years,38,58
,"King County, WA",53033,Black or African American,2054-5,2015,2015,39 years,39,44
,"King County, WA",53033,Black or African American,2054-5,2015,2015,40 years,40,40
,"King County, WA",53033,Black or African American,2054-5,2015,2015,41 years,41,26
,"King County, WA",53033,Black or African American,2054-5,2015,2015,42 years,42,14
,"King County, WA",53033,Black or African American,2054-5,2015,2015,44 years,44,11
,"King County, WA",53033,White,2106-3,2011,2011,15 years,15,19
,"King County, WA",53033,White,2106-3,2011,2011,16 years,16,38
,"King County, WA",53033,White,2106-3,2011,2011,17 years,17,97
,"King County, WA",53033,White,2106-3,2011,2011,18 years,18,152
,"King County, WA",53033,White,2106-3,2011,2011,19 years,19,230
,"King County, WA",53033,White,2106-3,2011,2011,20 years,20,289
,"King County, WA",53033,White,2106-3,2011,2011,21 years,21,316
,"King County, WA",53033,White,2106-3,2011,2011,22 years,22,415
,"King County, WA",53033,White,2106-3,2011,2011,23 years,23,456
,"King County, WA",53033,White,2106-3,2011,2011,24 years,24,493
,"King County, WA",53033,White,2106-3,2011,2011,25 years,25,618
,"King County, WA",53033,White,2106-3,2011,2011,26 years,26,695
,"King County, WA",53033,White,2106-3,2011,2011,27 years,27,789
,"King County, WA",53033,White,2106-3,2011,2011,28 years,28,936
,"King County, WA",53033,White,2106-3,2011,2011,29 years,29,1043
,"King County, WA",53033,White,2106-3,2011,2011,30 years,30,1147
,"King County, WA",53033,White,2106-3,2011,2011,31 years,31,1180
,"King County, WA",53033,White,2106-3,2011,2011,32 years,32,1134
,"King County, WA",53033,White,2106-3,2011,2011,33 years,33,1144
,"King County, WA",53033,White,2106-3,2011,2011,34 years,34,1007
,"King County, WA",53033,White,2106-3,2011,2011,35 years,35,928
,"King County, WA",53033,White,2106-3,2011,2011,36 years,36,815
,"King County, WA",53033,White,2106-3,2011,2011,37 years,37,626
,"King County, WA",53033,White,2106-3,2011,2011,38 years,38,544
,"King County, WA",53033,White,2106-3,2011,2011,39 years,39,392
,"King County, WA",53033,White,2106-3,2011,2011,40 years,40,305
,"King County, WA",53033,White,2106-3,2011,2011,41 years,41,232
,"King County, WA",53033,White,2106-3,2011,2011,42 years,42,139
,"King County, WA",53033,White,2106-3,2011,2011,43 years,43,78
,"King County, WA",53033,White,2106-3,2011,2011,44 years,44,42
,"King County, WA",53033,White,2106-3,2011,2011,45 years,45,28
,"King County, WA",53033,White,2106-3,2011,2011,46 years,46,15
,"King County, WA",53033,White,2106-3,2012,2012,15 years,15,22
,"King County, WA",53033,White,2106-3,2012,2012,16 years,16,35
,"King County, WA",53033,White,2106-3,2012,2012,17 years,17,83
,"King County, WA",53033,White,2106-3,2012,2012,18 years,18,147
,"King County, WA",53033,White,2106-3,2012,2012,19 years,19,238
,"King County, WA",53033,White,2106-3,2012,2012,20 years,20,261
,"King County, WA",53033,White,2106-3,2012,2012,21 years,21,317
,"King County, WA",53033,White,2106-3,2012,2012,22 years,22,387
,"King County, WA",53033,White,2106-3,2012,2012,23 years,23,415
,"King County, WA",53033,White,2106-3,2012,2012,24 years,24,481
,"King County, WA",53033,White,2106-3,2012,2012,25 years,25,594
,"King County, WA",53033,White,2106-3,2012,2012,26 years,26,663
,"King County, WA",53033,White,2106-3,2012,2012,27 years,27,825
,"King County, WA",53033,White,2106-3,2012,2012,28 years,28,946
,"King County, WA",53033,White,2106-3,2012,2012,29 years,29,1097
,"King County, WA",53033,White,2106-3,2012,2012,30 years,30,1141
,"King County, WA",53033,White,2106-3,2012,2012,31 years,31,1187
,"King County, WA",53033,White,2106-3,2012,2012,32 years,32,1195
,"King County, WA",53033,White,2106-3,2012,2012,33 years,33,1172
,"King County, WA",53033,White,2106-3,2012,2012,34 years,34,1032
,"King County, WA",53033,White,2106-3,2012,2012,35 years,35,916
,"King County, WA",53033,White,2106-3,2012,2012,36 years,36,810
,"King County, WA",53033,White,2106-3,2012,2012,37 years,37,644
,"King County, WA",53033,White,2106-3,2012,2012,38 years,38,502
,"King County, WA",53033,White,2106-3,2012,2012,39 years,39,391
,"King County, WA",53033,White,2106-3,2012,2012,40 years,40,290
,"King County, WA",53033,White,2106-3,2012,2012,41 years,41,219
,"King County, WA",53033,White,2106-3,2012,2012,42 years,42,130
,"King County, WA",53033,White,2106-3,2012,2012,43 years,43,91
,"King County, WA",53033,White,2106-3,2012,2012,44 years,44,57
,"King County, WA",53033,White,2106-3,2012,2012,45 years,45,43
,"King County, WA",53033,White,2106-3,2012,2012,46 years,46,16
,"King County, WA",53033,White,2106-3,2013,2013,15 years,15,17
,"King County, WA",53033,White,2106-3,2013,2013,16 years,16,30
,"King County, WA",53033,White,2106-3,2013,2013,17 years,17,66
,"King County, WA",53033,White,2106-3,2013,2013,18 years,18,101
,"King County, WA",53033,White,2106-3,2013,2013,19 years,19,169
,"King County, WA",53033,White,2106-3,2013,2013,20 years,20,254
,"King County, WA",53033,White,2106-3,2013,2013,21 years,21,281
,"King County, WA",53033,White,2106-3,2013,2013,22 years,22,357
,"King County, WA",53033,White,2106-3,2013,2013,23 years,23,403
,"King County, WA",53033,White,2106-3,2013,2013,24 years,24,553
,"King County, WA",53033,White,2106-3,2013,2013,25 years,25,567
,"King County, WA",53033,White,2106-3,2013,2013,26 years,26,648
,"King County, WA",53033,White,2106-3,2013,2013,27 years,27,787
,"King County, WA",53033,White,2106-3,2013,2013,28 years,28,911
,"King County, WA",53033,White,2106-3,2013,2013,29 years,29,1038
,"King County, WA",53033,White,2106-3,2013,2013,30 years,30,1186
,"King County, WA",53033,White,2106-3,2013,2013,31 years,31,1273
,"King County, WA",53033,White,2106-3,2013,2013,32 years,32,1304
,"King County, WA",53033,White,2106-3,2013,2013,33 years,33,1166
,"King County, WA",53033,White,2106-3,2013,2013,34 years,34,1085
,"King County, WA",53033,White,2106-3,2013,2013,35 years,35,982
,"King County, WA",53033,White,2106-3,2013,2013,36 years,36,821
,"King County, WA",53033,White,2106-3,2013,2013,37 years,37,649
,"King County, WA",53033,White,2106-3,2013,2013,38 years,38,496
,"King County, WA",53033,White,2106-3,2013,2013,39 years,39,400
,"King County, WA",53033,White,2106-3,2013,2013,40 years,40,294
,"King County, WA",53033,White,2106-3,2013,2013,41 years,41,212
,"King County, WA",53033,White,2106-3,2013,2013,42 years,42,147
,"King County, WA",53033,White,2106-3,2013,2013,43 years,43,69
,"King County, WA",53033,White,2106-3,2013,2013,44 years,44,60
,"King County, WA",53033,White,2106-3,2013,2013,45 years,45,29
,"King County, WA",53033,White,2106-3,2013,2013,46 years,46,14
,"King County, WA",53033,White,2106-3,2013,2013,47 years,47,12
,"King County, WA",53033,White,2106-3,2014,2014,15 years,15,13
,"King County, WA",53033,White,2106-3,2014,2014,16 years,16,33
,"King County, WA",53033,White,2106-3,2014,2014,17 years,17,59
,"King County, WA",53033,White,2106-3,2014,2014,18 years,18,103
,"King County, WA",53033,White,2106-3,2014,2014,19 years,19,171
,"King County, WA",53033,White,2106-3,2014,2014,20 years,20,211
,"King County, WA",53033,White,2106-3,2014,2014,21 years,21,262
,"King County, WA",53033,White,2106-3,2014,2014,22 years,22,347
,"King County, WA",53033,White,2106-3,2014,2014,23 years,23,392
,"King County, WA",53033,White,2106-3,2014,2014,24 years,24,506
,"King County, WA",53033,White,2106-3,2014,2014,25 years,25,568
,"King County, WA",53033,White,2106-3,2014,2014,26 years,26,636
,"King County, WA",53033,White,2106-3,2014,2014,27 years,27,761
,"King County, WA",53033,White,2106-3,2014,2014,28 years,28,979
,"King County, WA",53033,White,2106-3,2014,2014,29 years,29,1069
,"King County, WA",53033,White,2106-3,2014,2014,30 years,30,1181
,"King County, WA",53033,White,2106-3,2014,2014,31 years,31,1265
,"King County, WA",53033,White,2106-3,2014,2014,32 years,32,1297
,"King County, WA",53033,White,2106-3,2014,2014,33 years,33,1139
,"King County, WA",53033,White,2106-3,2014,2014,34 years,34,1148
,"King County, WA",53033,White,2106-3,2014,2014,35 years,35,1037
,"King County, WA",53033,White,2106-3,2014,2014,36 years,36,855
,"King County, WA",53033,White,2106-3,2014,2014,37 years,37,689
,"King County, WA",53033,White,2106-3,2014,2014,38 years,38,549
,"King County, WA",53033,White,2106-3,2014,2014,39 years,39,419
,"King County, WA",53033,White,2106-3,2014,2014,40 years,40,302
,"King County, WA",53033,White,2106-3,2014,2014,41 years,41,170
,"King County, WA",53033,White,2106-3,2014,2014,42 years,42,115
,"King County, WA",53033,White,2106-3,2014,2014,43 years,43,79
,"King County, WA",53033,White,2106-3,2014,2014,44 years,44,49
,"King County, WA",53033,White,2106-3,2014,2014,45 years,45,26
,"King County, WA",53033,White,2106-3,2014,2014,46 years,46,15
,"King County, WA",53033,White,2106-3,2015,2015,15 years,15,13
,"King County, WA",53033,White,2106-3,2015,2015,16 years,16,30
,"King County, WA",53033,White,2106-3,2015,2015,17 years,17,51
,"King County, WA",53033,White,2106-3,2015,2015,18 years,18,112
,"King County, WA",53033,White,2106-3,2015,2015,19 years,19,179
,"King County, WA",53033,White,2106-3,2015,2015,20 years,20,219
,"King County, WA",53033,White,2106-3,2015,2015,21 years,21,232
,"King County, WA",53033,White,2106-3,2015,2015,22 years,22,296
,"King County, WA",53033,White,2106-3,2015,2015,23 years,23,384
,"King County, WA",53033,White,2106-3,2015,2015,24 years,24,464
,"King County, WA",53033,White,2106-3,2015,2015,25 years,25,577
,"King County, WA",53033,White,2106-3,2015,2015,26 years,26,603
,"King County, WA",53033,White,2106-3,2015,2015,27 years,27,741
,"King County, WA",53033,White,2106-3,2015,2015,28 years,28,873
,"King County, WA",53033,White,2106-3,2015,2015,29 years,29,1016
,"King County, WA",53033,White,2106-3,2015,2015,30 years,30,1179
,"King County, WA",53033,White,2106-3,2015,2015,31 years,31,1318
,"King County, WA",53033,White,2106-3,2015,2015,32 years,32,1354
,"King County, WA",53033,White,2106-3,2015,2015,33 years,33,1281
,"King County, WA",53033,White,2106-3,2015,2015,34 years,34,1179
,"King County, WA",53033,White,2106-3,2015,2015,35 years,35,1083
,"King County, WA",53033,White,2106-3,2015,2015,36 years,36,860
,"King County, WA",53033,White,2106-3,2015,2015,37 years,37,728
,"King County, WA",53033,White,2106-3,2015,2015,38 years,38,539
,"King County, WA",53033,White,2106-3,2015,2015,39 years,39,410
,"King County, WA",53033,White,2106-3,2015,2015,40 years,40,292
,"King County, WA",53033,White,2106-3,2015,2015,41 years,41,206
,"King County, WA",53033,White,2106-3,2015,2015,42 years,42,143
,"King County, WA",53033,White,2106-3,2015,2015,43 years,43,85
,"King County, WA",53033,White,2106-3,2015,2015,44 years,44,55
,"King County, WA",53033,White,2106-3,2015,2015,45 years,45,27
,"King County, WA",53033,White,2106-3,2015,2015,46 years,46,20
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,20 years,20,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,22 years,22,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,23 years,23,16
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,24 years,24,12
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,25 years,25,18
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,26 years,26,20
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,27 years,27,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,28 years,28,18
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,29 years,29,16
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,30 years,30,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,31 years,31,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,32 years,32,13
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,33 years,33,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,35 years,35,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2011,2011,37 years,37,12
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,22 years,22,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,24 years,24,17
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,25 years,25,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,26 years,26,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,27 years,27,13
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,28 years,28,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,29 years,29,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,30 years,30,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,31 years,31,16
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,32 years,32,12
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,33 years,33,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2012,2012,34 years,34,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,22 years,22,12
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,23 years,23,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,24 years,24,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,25 years,25,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,26 years,26,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,28 years,28,19
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,29 years,29,17
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,30 years,30,16
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,31 years,31,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,32 years,32,18
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,33 years,33,12
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,35 years,35,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2013,2013,37 years,37,12
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,21 years,21,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,23 years,23,13
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,24 years,24,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,25 years,25,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,26 years,26,13
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,27 years,27,17
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,28 years,28,19
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,29 years,29,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,30 years,30,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,31 years,31,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2014,2014,36 years,36,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,24 years,24,20
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,25 years,25,21
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,26 years,26,16
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,27 years,27,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,28 years,28,17
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,29 years,29,14
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,15
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,32 years,32,19
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,33 years,33,11
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,34 years,34,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,10
,"Kitsap County, WA",53035,Asian or Pacific Islander,A-PI,2015,2015,36 years,36,17
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,20 years,20,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,21 years,21,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,22 years,22,17
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,23 years,23,15
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,24 years,24,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,25 years,25,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,28 years,28,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2011,2011,29 years,29,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,21 years,21,14
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,22 years,22,14
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,23 years,23,17
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,24 years,24,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,25 years,25,20
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,26 years,26,10
,"Kitsap County, WA",53035,Black or African American,2054-5,2012,2012,27 years,27,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2013,2013,22 years,22,16
,"Kitsap County, WA",53035,Black or African American,2054-5,2013,2013,23 years,23,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2013,2013,24 years,24,10
,"Kitsap County, WA",53035,Black or African American,2054-5,2013,2013,25 years,25,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2014,2014,22 years,22,17
,"Kitsap County, WA",53035,Black or African American,2054-5,2014,2014,23 years,23,12
,"Kitsap County, WA",53035,Black or African American,2054-5,2014,2014,24 years,24,10
,"Kitsap County, WA",53035,Black or African American,2054-5,2014,2014,25 years,25,12
,"Kitsap County, WA",53035,Black or African American,2054-5,2014,2014,27 years,27,10
,"Kitsap County, WA",53035,Black or African American,2054-5,2014,2014,28 years,28,10
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,20 years,20,14
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,22 years,22,14
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,23 years,23,15
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,25 years,25,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,26 years,26,13
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,28 years,28,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,29 years,29,11
,"Kitsap County, WA",53035,Black or African American,2054-5,2015,2015,30 years,30,10
,"Kitsap County, WA",53035,White,2106-3,2011,2011,17 years,17,21
,"Kitsap County, WA",53035,White,2106-3,2011,2011,18 years,18,38
,"Kitsap County, WA",53035,White,2106-3,2011,2011,19 years,19,71
,"Kitsap County, WA",53035,White,2106-3,2011,2011,20 years,20,112
,"Kitsap County, WA",53035,White,2106-3,2011,2011,21 years,21,120
,"Kitsap County, WA",53035,White,2106-3,2011,2011,22 years,22,148
,"Kitsap County, WA",53035,White,2106-3,2011,2011,23 years,23,134
,"Kitsap County, WA",53035,White,2106-3,2011,2011,24 years,24,174
,"Kitsap County, WA",53035,White,2106-3,2011,2011,25 years,25,183
,"Kitsap County, WA",53035,White,2106-3,2011,2011,26 years,26,160
,"Kitsap County, WA",53035,White,2106-3,2011,2011,27 years,27,170
,"Kitsap County, WA",53035,White,2106-3,2011,2011,28 years,28,139
,"Kitsap County, WA",53035,White,2106-3,2011,2011,29 years,29,142
,"Kitsap County, WA",53035,White,2106-3,2011,2011,30 years,30,146
,"Kitsap County, WA",53035,White,2106-3,2011,2011,31 years,31,105
,"Kitsap County, WA",53035,White,2106-3,2011,2011,32 years,32,124
,"Kitsap County, WA",53035,White,2106-3,2011,2011,33 years,33,78
,"Kitsap County, WA",53035,White,2106-3,2011,2011,34 years,34,83
,"Kitsap County, WA",53035,White,2106-3,2011,2011,35 years,35,69
,"Kitsap County, WA",53035,White,2106-3,2011,2011,36 years,36,68
,"Kitsap County, WA",53035,White,2106-3,2011,2011,37 years,37,41
,"Kitsap County, WA",53035,White,2106-3,2011,2011,38 years,38,39
,"Kitsap County, WA",53035,White,2106-3,2011,2011,39 years,39,29
,"Kitsap County, WA",53035,White,2106-3,2011,2011,40 years,40,17
,"Kitsap County, WA",53035,White,2106-3,2011,2011,41 years,41,18
,"Kitsap County, WA",53035,White,2106-3,2011,2011,43 years,43,10
,"Kitsap County, WA",53035,White,2106-3,2012,2012,16 years,16,10
,"Kitsap County, WA",53035,White,2106-3,2012,2012,17 years,17,15
,"Kitsap County, WA",53035,White,2106-3,2012,2012,18 years,18,27
,"Kitsap County, WA",53035,White,2106-3,2012,2012,19 years,19,60
,"Kitsap County, WA",53035,White,2106-3,2012,2012,20 years,20,93
,"Kitsap County, WA",53035,White,2106-3,2012,2012,21 years,21,127
,"Kitsap County, WA",53035,White,2106-3,2012,2012,22 years,22,148
,"Kitsap County, WA",53035,White,2106-3,2012,2012,23 years,23,145
,"Kitsap County, WA",53035,White,2106-3,2012,2012,24 years,24,163
,"Kitsap County, WA",53035,White,2106-3,2012,2012,25 years,25,156
,"Kitsap County, WA",53035,White,2106-3,2012,2012,26 years,26,163
,"Kitsap County, WA",53035,White,2106-3,2012,2012,27 years,27,165
,"Kitsap County, WA",53035,White,2106-3,2012,2012,28 years,28,171
,"Kitsap County, WA",53035,White,2106-3,2012,2012,29 years,29,163
,"Kitsap County, WA",53035,White,2106-3,2012,2012,30 years,30,163
,"Kitsap County, WA",53035,White,2106-3,2012,2012,31 years,31,140
,"Kitsap County, WA",53035,White,2106-3,2012,2012,32 years,32,131
,"Kitsap County, WA",53035,White,2106-3,2012,2012,33 years,33,108
,"Kitsap County, WA",53035,White,2106-3,2012,2012,34 years,34,95
,"Kitsap County, WA",53035,White,2106-3,2012,2012,35 years,35,78
,"Kitsap County, WA",53035,White,2106-3,2012,2012,36 years,36,61
,"Kitsap County, WA",53035,White,2106-3,2012,2012,37 years,37,45
,"Kitsap County, WA",53035,White,2106-3,2012,2012,38 years,38,27
,"Kitsap County, WA",53035,White,2106-3,2012,2012,39 years,39,29
,"Kitsap County, WA",53035,White,2106-3,2012,2012,40 years,40,30
,"Kitsap County, WA",53035,White,2106-3,2012,2012,41 years,41,11
,"Kitsap County, WA",53035,White,2106-3,2012,2012,42 years,42,13
,"Kitsap County, WA",53035,White,2106-3,2013,2013,18 years,18,27
,"Kitsap County, WA",53035,White,2106-3,2013,2013,19 years,19,65
,"Kitsap County, WA",53035,White,2106-3,2013,2013,20 years,20,78
,"Kitsap County, WA",53035,White,2106-3,2013,2013,21 years,21,105
,"Kitsap County, WA",53035,White,2106-3,2013,2013,22 years,22,139
,"Kitsap County, WA",53035,White,2106-3,2013,2013,23 years,23,145
,"Kitsap County, WA",53035,White,2106-3,2013,2013,24 years,24,172
,"Kitsap County, WA",53035,White,2106-3,2013,2013,25 years,25,134
,"Kitsap County, WA",53035,White,2106-3,2013,2013,26 years,26,148
,"Kitsap County, WA",53035,White,2106-3,2013,2013,27 years,27,168
,"Kitsap County, WA",53035,White,2106-3,2013,2013,28 years,28,165
,"Kitsap County, WA",53035,White,2106-3,2013,2013,29 years,29,140
,"Kitsap County, WA",53035,White,2106-3,2013,2013,30 years,30,113
,"Kitsap County, WA",53035,White,2106-3,2013,2013,31 years,31,135
,"Kitsap County, WA",53035,White,2106-3,2013,2013,32 years,32,120
,"Kitsap County, WA",53035,White,2106-3,2013,2013,33 years,33,112
,"Kitsap County, WA",53035,White,2106-3,2013,2013,34 years,34,111
,"Kitsap County, WA",53035,White,2106-3,2013,2013,35 years,35,52
,"Kitsap County, WA",53035,White,2106-3,2013,2013,36 years,36,72
,"Kitsap County, WA",53035,White,2106-3,2013,2013,37 years,37,33
,"Kitsap County, WA",53035,White,2106-3,2013,2013,38 years,38,43
,"Kitsap County, WA",53035,White,2106-3,2013,2013,39 years,39,24
,"Kitsap County, WA",53035,White,2106-3,2013,2013,40 years,40,27
,"Kitsap County, WA",53035,White,2106-3,2013,2013,41 years,41,17
,"Kitsap County, WA",53035,White,2106-3,2014,2014,18 years,18,23
,"Kitsap County, WA",53035,White,2106-3,2014,2014,19 years,19,52
,"Kitsap County, WA",53035,White,2106-3,2014,2014,20 years,20,76
,"Kitsap County, WA",53035,White,2106-3,2014,2014,21 years,21,115
,"Kitsap County, WA",53035,White,2106-3,2014,2014,22 years,22,142
,"Kitsap County, WA",53035,White,2106-3,2014,2014,23 years,23,158
,"Kitsap County, WA",53035,White,2106-3,2014,2014,24 years,24,165
,"Kitsap County, WA",53035,White,2106-3,2014,2014,25 years,25,155
,"Kitsap County, WA",53035,White,2106-3,2014,2014,26 years,26,154
,"Kitsap County, WA",53035,White,2106-3,2014,2014,27 years,27,157
,"Kitsap County, WA",53035,White,2106-3,2014,2014,28 years,28,180
,"Kitsap County, WA",53035,White,2106-3,2014,2014,29 years,29,169
,"Kitsap County, WA",53035,White,2106-3,2014,2014,30 years,30,155
,"Kitsap County, WA",53035,White,2106-3,2014,2014,31 years,31,156
,"Kitsap County, WA",53035,White,2106-3,2014,2014,32 years,32,150
